grid_10_13_qCMpHByD_1591149817.cnf,2976079,2701.50
grid_10_13_Qm2HrFo7_1590976101.cnf,1074174,889.94
grid_10_13_rrUB8eMm_1590933520.cnf,1142357,1529.71
grid_10_13_rrUB8eMm_1590933522.cnf,1650115,3314.53
grid_10_13_rvgTDCqC_1590916716.cnf,4330998,4432.98
grid_10_13_rYnWVZaX_1590933531.cnf,651343,367.26
grid_10_13_S2RRSivV_1591149744.cnf,2391445,3641.38
grid_10_13_s8qFIzHK_1590908594.cnf,78554,59.52
grid_10_13_TCctrHjI_1590922590.cnf,47148,27.0229
grid_10_13_tpXS7QFp_1591001668.cnf,150825,79.884
grid_10_13_xz1SoZQn_1590976102.cnf,189813,154.787
grid_10_13_URB18Lts_1590928104.cnf,409340,275.866
grid_10_13_tWatKZJ6_1590929319.cnf,647587,434.416
grid_10_13_XbZEldb7_1590908816.cnf,259966,216.406
grid_10_13_XbZEldb7_1590908818.cnf,327477,269.535
grid_10_13_WuNgLS0Q_1590942191.cnf,518846,562.033
grid_10_13_yIza1SRV_1590953785.cnf,682962,672.19
grid_10_13_SeXrUuJZ_1590976132.cnf,1188916,1360.01
grid_10_13_yjrJFok4_1590916733.cnf,1652404,1402.88
grid_10_13_WNYNb8IX_1591149762.cnf,11870521,16656.8
